date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2016-08-01 07:10:51,Twitter for Android,"Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!",0,0,0,0,0
2016-08-01 07:27:43,Twitter for Android,"This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!",0,0,0,0,0
2016-08-01 08:50:32,Twitter for Android,"When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!",0,0,0,0,0
2016-08-01 09:03:02,Twitter for Android,"So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!",0,0,0,0,0
2016-08-01 10:48:22,Twitter for iPhone,#CrookedHillary https://t.co/oHI6xrDJU0,0,0,0,0,0
2016-08-01 10:52:50,Twitter for iPhone,"Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw",0,0,0,0,0
2016-08-01 14:42:50,Twitter for iPhone,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,0,0,0,0,0
2016-08-01 14:43:25,Twitter for iPhone,"CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.",0,0,0,0,0
2016-08-01 14:44:04,Twitter for iPhone,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,0,0,0,0,0
2016-08-01 14:45:22,Twitter for iPhone,Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?,0,0,0,0,0
2016-08-01 14:46:58,Twitter for iPhone,"The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.",0,0,0,0,0
2016-08-01 14:47:54,Twitter for iPhone,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,0,0,0,0,0
2016-08-01 16:40:27,Twitter for iPhone,Thank you Oklahoma & Virginia! #MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV,0,0,0,0,0
2016-08-01 16:42:50,Twitter for iPhone,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",0,0,0,0,0
2016-08-01 17:42:57,Twitter for iPhone,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,0,0,0,0,0
2016-08-01 18:46:28,Twitter for iPhone,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",0,0,0,0,0
2016-08-01 18:52:00,Twitter for iPhone,Hillary Clinton raked in money from regimes that horribly oppress women and gays & refuses to speak out against Radical Islam.,0,0,0,0,0
2016-08-01 18:52:39,Twitter for iPhone,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,0,0,0,0,0
2016-08-01 18:54:27,Twitter for iPhone,"During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD",0,0,0,0,0
2016-08-01 19:02:59,Twitter for iPhone,Join me in Florida on Wednesday! Daytona & Jacksonville: Daytona | 3pm- https://t.co/rJjYUbwiLL Jacksonville | 7pm- https://t.co/zfxeNbr1nq,0,0,0,0,0
2016-08-01 19:25:11,Twitter for iPhone,"Thanks to @pnehlen for your kind words, very much appreciated.",0,0,0,0,0
2016-08-01 21:33:45,Twitter for iPhone,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,0,0,0,0,0
2016-08-01 21:40:37,Twitter for iPhone,"RT @DanScavino: .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA_x1f1fa__x1f1f8_ https:…",0,0,0,0,0
2016-08-01 21:58:48,Twitter for iPhone,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",0,0,0,0,0
