date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2011-07-01 12:44:24,Twitter Web Client,"Please read http://t.co/PkVoNLv, and watch a recent trip made to Trump Vineyard Estates by @EricTrump http://t.co/wNWHQzB",0,0,0,0,0
2011-07-01 12:54:25,Twitter Web Client,"Wishing everyone a wonderful Independence Day holiday weekend, a great celebration for a great country.",0,0,0,0,0
2011-07-05 14:12:13,Twitter Web Client,Tomorrow we'll be going to Panama for the opening of our new hotel. It's a fantastic building in a fantastic location. http://t.co/s2KLHQI,0,0,0,0,0
2011-07-05 15:51:31,Twitter Web Client,Perhaps this is the kind of thinking we need in Washington ... http://t.co/IsqXBu1,0,0,0,0,0
2011-07-06 10:38:16,Twitter Web Client,"Congress is back.TIME TO CUT, CAP AND BALANCE.There is no revenue problem.The Debt Limit cannot be raised until Obama spending is contained.",0,0,0,0,0
2011-07-07 12:17:04,Twitter Web Client,"Republicans should not negotiate against themselves again with @BarackObama in today's debt talks--First and foremost CUT,CAP and BALANCE.",0,0,0,0,0
2011-07-07 12:18:44,Twitter Web Client,"THe Art of the Deal--""The best thing you can do is deal from strength, and leverage is the biggest strength you have."" CUT, CAP and BALANCE.",0,0,0,0,0
2011-07-07 12:20:39,Twitter Web Client,If only @Obama was as focused on balancing the budget as he is on weakening Israel's borders then America would be on the path to solvency.,0,0,0,0,0
2011-07-08 11:14:12,Twitter Web Client,"@johnboehner Message for House GOP ""The worst thing you can possibly do in a deal is seem desperate to make it."" - The Art of the Deal.",0,0,0,0,0
2011-07-08 11:22:28,Twitter Web Client,@Obama - Iranian weapons killing Americans in Iraq? What are u doing about this? http://t.co/pBnwzEa,0,0,0,0,0
2011-07-08 12:22:30,Twitter Web Client,ObamaCare Tragedy Primed to Further Explode the Deficit http://t.co/wRxqlxA And @Obama transferred $500 billion from Medicare to fund it!,0,0,0,0,0
2011-07-08 12:24:15,Twitter Web Client,"House GOP wants to cut Medicare, Obama took $500 billion from Medicare for Obamacare. Both Wrong!",0,0,0,0,0
2011-07-11 15:18:45,Twitter Web Client,Derek Jeter's baseball and more in today's #trumpvlog... http://t.co/LRmvyyW,0,0,0,0,0
2011-07-11 17:51:20,Twitter Web Client,On our YouTube channel- the opening of the incredible Trump Ocean Club in Panama.... http://t.co/6xKmJi8,0,0,0,0,0
2011-07-12 09:18:24,Twitter Web Client,"@johnboehner Mr. Speaker, bring the Balanced Budget Amendment to the floor for a vote! Let's get the ball rolling.",0,0,0,0,0
2011-07-12 15:01:47,Twitter Web Client,"@johnboehner ""Much as it pays to emphasize the positive, there are times when the only choice is confrontation."" The Art of the Deal",0,0,0,0,0
2011-07-12 16:08:55,Twitter Web Client,"@macmiller ""Donald Trump the Song"" gets 16M hits on YouTube. Who wouldn't be flattered?",0,0,0,0,0
2011-07-13 15:34:06,Twitter Web Client,More thoughts on the debt ceiling in today's #trumpvlog... http://t.co/MUEE4AL,0,0,0,0,0
2011-07-14 09:36:02,Twitter Web Client,"@johnboehner Debt Ceiling- ""Sometimes no deal is better than a bad deal.""",0,0,0,0,0
2011-07-14 12:27:32,Twitter Web Client,My interview last night with Greta on the GOP going El Foldo http://t.co/GHXQIBU,0,0,0,0,0
2011-07-14 13:41:13,Twitter Web Client,While @BarackObama tries to push gun control http://t.co/eT64Xhb --He still has not answered for Project Gun Runner http://t.co/bb9GWDU,0,0,0,0,0
2011-07-14 15:22:59,Twitter Web Client,"@BarackObama You have abandoned Israel and engaged the Muslim Brotherhood, and even the Arab world does not like it http://t.co/HBlFBie",0,0,0,0,0
2011-07-14 16:33:44,Twitter Web Client,US News named the Top10 best hotels in the US--and Trump Int'l Hotel & Tower NYC and Trump Int'l Hotel & Tower Chicago are on the list!,0,0,0,0,0
