date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2013-05-01 08:51:38,Twitter for Android,"Housing prices are up in Feb over last Feb 9.3 per cent -remember, I told everyone two years ago to buy (but they will be going much higher)",0,0,0,0,0
2013-05-01 08:55:20,Twitter for Android,Money is really cheap so this is a great time to buy a house-but be sure to lock in long term financing (without which don't buy).,0,0,0,0,0
2013-05-01 09:04:35,Twitter for Android,Snow and freezing weather all over mid-section of Country. Global warming specialists better start thinking fast!,0,0,0,0,0
2013-05-01 13:27:33,Twitter for iPhone,"....... I disagree, but it's still cool.",0,0,0,0,0
2013-05-01 13:29:19,Twitter for iPhone,"Wow, I just found out that in a major poll of its readers the @NewYorkObserver voted me #1 on the ""power 100"" list in NY......",0,0,0,0,0
2013-05-01 14:07:32,Twitter Web Client,The people of Scotland are really starting to fight the ugly industrial wind turbines. See Press and Journal- http://t.co/PVMNLLVNrG,0,0,0,0,0
2013-05-01 14:20:11,Twitter Web Client,See story in The Scotsman re: wind turbines- http://t.co/PCTS0EST7J,0,0,0,0,0
2013-05-01 14:24:12,Twitter Web Client,"Via @AP on @washingtonpost: ""Trumps look at building 18-hole golf course on former Kluge estate in rural Virginia"" http://t.co/Bc2KBQcfkZ",0,0,0,0,0
2013-05-01 14:39:04,Twitter Web Client,Upstate New York is suffering with record unemployment. Fracking is the answer. Frack now and Frack fast!,0,0,0,0,0
2013-05-01 15:17:17,Twitter Web Client,"""Trump Making GOP Speech — Is 2016 in the Cards?"" http://t.co/6i9uPERzYI via @Newsmax_Media",0,0,0,0,0
2013-05-01 15:17:44,Twitter Web Client,"Fracking poses ZERO health risks http://t.co/bXsJ6MKZGH In fact, it increases our national security by making us energy independent.",0,0,0,0,0
2013-05-01 16:53:16,Twitter Web Client,ObamaCare is a disaster. Americans will see record increases in their premiums and inferior care services.,0,0,0,0,0
2013-05-01 16:53:52,Twitter Web Client,Oil should not cost more than $40 a barrel. Ideally it should be $25. Cheap to produce and we protect the OPEC countries.,0,0,0,0,0
2013-05-01 17:19:01,Twitter Web Client,"NBC terminates ""The Chris Matthews Show"" http://t.co/HgkSlTwtV5",0,0,0,0,0
2013-05-01 17:19:50,Twitter Web Client,"Via @TVbytheNumbers: 'Celebrity Apprentice' is Number 1 among ABC, CBS & NBC for its Second Hour from 10-11 p.m. http://t.co/mz8RMP9ylC",0,0,0,0,0
2013-05-01 18:09:48,Facebook,“Don’t let the fear of striking out hold you back.” – Babe Ruth,0,0,0,0,0
2013-05-01 19:13:35,Twitter for Android,"""@leebestt: @realDonaldTrump So true; from the 2 Best of all time Ruth and Trump."" Really cool!",0,0,0,0,0
2013-05-01 19:20:15,Twitter for Android,"""@MrWayneRock: @EricTrump @IvankaTrump Where Fred Christ Trump (father of The Donald) started THE TRUMP ORGANIZATION. Never saw-Really great",0,0,0,0,0
2013-05-01 19:39:33,Twitter for Android,"""@shiveringgoat: @realDonaldTrump These poor guys were PROVEN INNOCENT! Oh really, weren't these ""poor guys"" mugging other people in Park?",0,0,0,0,0
