date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2012-06-01 10:23:41,Twitter Web Client,I'll be on @foxandfriends on Monday at 7:30 AM...be sure to tune in.,0,0,0,0,0
2012-06-01 10:42:39,Twitter Web Client,Unemployment has risen today and some other very bad news has just been reported- the stock market is way down.,0,0,0,0,0
2012-06-01 10:56:23,Twitter Web Client,Thank you to the @nydailynews for a very nice story- http://t.co/ckRwPXLB,0,0,0,0,0
2012-06-01 11:16:30,Twitter Web Client,See you tonight in North Carolina. Making keynote for the Republican party- will be fun.,0,0,0,0,0
2012-06-01 12:06:09,Twitter Web Client,Bay Bridge in California made in China for $1.8 billion. $300 million in cost overruns. Are we stupid?,0,0,0,0,0
2012-06-01 14:05:56,Twitter Web Client,The @MissUSA 2012 contestants pose for a picture with me at Trump Tower in New York City- http://t.co/ywtHq4DU,0,0,0,0,0
2012-06-01 14:08:59,Twitter Web Client,"@melaniatrump's interview on @foxandfriends discussing her beautiful jewelry line,my son Barron and the 2012 campaign http://t.co/DwlYZcKV",0,0,0,0,0
2012-06-01 14:21:12,Twitter Web Client,Over $1T in annual deficit spending and adding over $6T to the debt for what? May jobless numbers are horrendous. The great Obama recovery.,0,0,0,0,0
2012-06-01 14:25:07,Twitter Web Client,"Tune in Sunday June 3 to NBC at 9pm ET for the 2012 Miss USA competition, coming from Planet Hollywood Resort & Casino in Las Vegas",0,0,0,0,0
2012-06-01 15:29:31,Twitter Web Client,"Pres. Bill Clinton, 5.31.12: ""@MittRomney had a sterling business career.""",0,0,0,0,0
2012-06-01 16:14:49,Twitter Web Client,Now @BarackObama is telling donors he will need to 'revisit' healthcare in his 2nd term http://t.co/h2xe7VHT,0,0,0,0,0
2012-06-01 16:17:05,Twitter Web Client,What a foolish move by @davidaxelrod to speak in Boston yesterday! Completely outmaneuvered by the @MittRomney campaign.,0,0,0,0,0
2012-06-01 16:31:39,Twitter Web Client,Waste! The CBO now estimates that @BarackObama's stimulus cost $831B and a ridicuous $4.1M per job created http://t.co/acb1EiXg,0,0,0,0,0
2012-06-01 16:34:49,Twitter Web Client,Now the @BarackObama campaign is fundraising off of me. I should get a tax rebate! http://t.co/E3tR9S8r,0,0,0,0,0
2012-06-01 16:37:18,Twitter Web Client,"""Sooner or later, those who win are those who think they can."" --Paul Tournier",0,0,0,0,0
2012-06-01 16:54:25,TwitLonger Beta,"Almost all reporters falsely report that I had a ""bad time"" at last year's White House Correspondents' Dinner. (cont) http://t.co/ITd5hSBd",0,0,0,0,0
2012-06-01 17:07:55,Twitter Web Client,The stock market is having a horrendous day- bad employment numbers.,0,0,0,0,0
2012-06-02 13:08:25,Twitter Web Client,The @MissUSA 2012 contestants standing outside of Trump Tower in New York City- http://t.co/cYgENvsB @MissUSA 2012 tomorrow at 9PM ET NBC.,0,0,0,0,0
2012-06-03 12:32:03,Twitter Web Client,I am in Las Vegas for the @MissUSA 2012 pageant. Watch live tonight on @NBC at 9PM ET. http://t.co/ZOiVZGEQ,0,0,0,0,0
2012-06-03 19:39:13,Twitter Web Client,"I had a fun time doing the #CallMeMaybe video featuring  the @MissUSA contestants, @BravoAndy, and @GiulianaRancic- http://t.co/bSMvSBui",0,0,0,0,0
2012-06-03 20:52:04,Twitter Web Client,Watch #MissUSA 2012 live tonight on @NBC at 9PM EST!,0,0,0,0,0
2012-06-03 23:06:12,Twitter Web Client,I had fun appearing in the video for Carly Rae Jepsen's #CallMeMaybe for #MissUSA 2012- http://t.co/5HzwnSvM,0,0,0,0,0
2012-06-04 11:46:46,Twitter Web Client,TRUMP TUESDAY @SquawkCNBC tomorrow at 7:30 am Tune in!,0,0,0,0,0
2012-06-04 11:49:01,Twitter Web Client,"""Sooner or later, those who win are those who think they can."" --Paul Tournier",0,0,0,0,0
2012-06-04 12:11:12,Twitter Web Client,Congratulations to Miss Rhode Island on winning the Miss USA contest. She did an amazing job.,0,0,0,0,0
2012-06-04 12:22:10,Twitter Web Client,"My @foxandfriends interview discussing #MissUSA Olivia Culpo, the job numbers & the waste of the Obama stimulus http://t.co/sF4a0ZFQ",0,0,0,0,0
2012-06-04 13:51:29,Twitter Web Client,I had a wonderful meeting with Likud Deputy Speaker of The Knesset @DannyDanon this past Friday in Trump Tower http://t.co/Z4m84gW2 #Israel,0,0,0,0,0
2012-06-04 14:43:56,Twitter Web Client,Welcome to the new reality-- be careful. Retirement ages will be pushed to 80 due to the incompetence of our leaders. http://t.co/PAOcLPbh,0,0,0,0,0
2012-06-04 14:57:11,Twitter Web Client,"The real war on women. Under @BarackObama 766,000 more women are unemployed from when he took office http://t.co/GOkfL9sQ",0,0,0,0,0
2012-06-04 15:20:05,Twitter Web Client,In some ways it is sad. We all wanted @BarackObama to succeed. It's not worked out that way.,0,0,0,0,0
2012-06-04 15:53:37,TwitLonger Beta,Now that China's own economy is slowing http://t.co/w0QJcGBg watch how they start doing even bigger numbers in (cont) http://t.co/fhAL7I49,0,0,0,0,0
2012-06-05 13:06:29,Twitter Web Client,My @SquawkCNBC interview. http://t.co/nR0W01sg,0,0,0,0,0
2012-06-05 13:21:39,TwitLonger Beta,Just cancelled my subscription to @USATODAY. Boring newspaper with no mojo--must be losing a fortune. Founder (cont) http://t.co/aNt78s4h,0,0,0,0,0
2012-06-05 13:52:55,Twitter Web Client,Trump Vineyard Estates is a breathtaking location to hold special events for all occasions. Watch the video for a look- http://t.co/z3kDVQBn,0,0,0,0,0
2012-06-05 14:53:53,Twitter Web Client,We have all been following the Wisconsin recall election. @ScottKWalker's victory tonight will be well-earned. A Governor who gets results.,0,0,0,0,0
2012-06-05 15:09:04,Twitter Web Client,What a foolish statement by @davidaxelrod - he said that a @marcorubio VP pick would 'insult' Hispanics http://t.co/X56yengT,0,0,0,0,0
2012-06-05 15:35:49,Twitter Web Client,"While @BarackObama spends recklessly on domestic projects, he is hollowing out our military with over $487B in cuts http://t.co/y9zraGZt",0,0,0,0,0
2012-06-05 15:49:55,Twitter Web Client,"""A market is never saturated with a good product, but it is very quickly saturated with a bad one."" -- Henry Ford",0,0,0,0,0
2012-06-05 16:10:00,Twitter Web Client,"China's best friend @BarackObama wants to cut the US fleet down to 230 ships, the lowest level since WWI.http://bit.ly/Mvg74D",0,0,0,0,0
2012-06-05 16:35:56,TwitLonger Beta,"It was @BarackObama who promised ""if you like your plan, you can keep your plan."" Now ObamaCare is causing (cont) http://t.co/IhR83UxW",0,0,0,0,0
2012-06-06 10:07:24,Twitter Web Client,Congratulations to @ScottKWalker of Wisconsin--a great victory. A smart and tough guy. Great going.,0,0,0,0,0
2012-06-06 10:21:45,TwitLonger Beta,Obama was very disloyal to Wisconsin Democrats. @BarackObama never showed up to help them even though he (cont) http://t.co/2c3kW42h,0,0,0,0,0
2012-06-06 10:37:50,Twitter Web Client,.@melaniatrump on @QVC tonight at 7PM EST. Tune in!,0,0,0,0,0
2012-06-06 11:05:18,TwitLonger Beta,Is Roger Simon @politicoroger ever right about anything? Now he's attacking @BillClinton in defense of (cont) http://t.co/NPsNOsue,0,0,0,0,0
2012-06-06 11:10:14,Twitter Web Client,".@BillClinton was very nice to me, as I am to him, on the Piers Morgan Show (CNN). He is loyal to his friends. @piersmorgan",0,0,0,0,0
2012-06-06 11:43:17,Twitter Web Client,"The Miss USA Pageant #MissUSA was a big ratings hit for @nbc--NBC won the evening. Thank you, Donald.",0,0,0,0,0
2012-06-06 12:42:17,Twitter Web Client,China's new AND ADVANCED currency manipulation is killing the U.S. Help!,0,0,0,0,0
2012-06-06 12:50:28,Twitter Web Client,The results are in. I killed Wolf Blitzer in our debate. I like Wolf but he went for an ambush! #wolfblitzercnn,0,0,0,0,0
2012-06-06 13:31:46,Twitter Web Client,Why is @BarackObama spending millions to try and hide his records? He is the least transparent President--ever--and he ran on transparency.,0,0,0,0,0
2012-06-07 11:08:06,Twitter Web Client,.@MittRomney and I are working out a great dinner for someone- I hope it's you! http://t.co/sfGfJPJi,0,0,0,0,0
2012-06-07 11:52:12,TwitLonger Beta,While I own properties across the world I am very excited about my new acquisition of @Doral in Miami. (cont) http://t.co/ITiDQOj1,0,0,0,0,0
