date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2011-06-01 11:37:38,Twitter Web Client,My thoughts on last night's meeting with @SarahPalinUSA in today's #trumpvlog... http://bit.ly/jec5p9,0,0,0,0,0
2011-06-01 12:25:43,Twitter Web Client,Watch my appearances on Good Day NY... http://bit.ly/jxjHgU and @FoxandFriends... http://bit.ly/iINif1,0,0,0,0,0
2011-06-02 18:15:35,Twitter Web Client,Tweet me your questions for the next #trumpvlog....,0,0,0,0,0
2011-06-06 10:47:04,Twitter Web Client,Check out my speech from last Friday http://cs.pn/jf4OE1 as well as my appearance this morning on @foxandfriends http://bit.ly/kJWdvX.,0,0,0,0,0
2011-06-07 14:43:01,Twitter Web Client,My thoughts on Anthony Weiner in today's #trumpvlog... http://bit.ly/j0Lv8V,0,0,0,0,0
2011-06-09 13:26:42,Twitter Web Client,"Your most popular tweet answered, why I'm holding off on a Presidential bid... http://bit.ly/iF5pz6 #trumpvlog",0,0,0,0,0
2011-06-14 15:05:21,Twitter Web Client,New on our YouTube channel today is a brand new #trumpdocumentary giving you a look inside the world of Trump Golf… http://t.co/iO4FcLw,0,0,0,0,0
2011-06-14 16:10:08,Twitter Web Client,Watch me on the @hannityshow tonight at 9pm. More thoughts on Anthony Weiner in today's #trumpvlog… http://t.co/PRQXzQT,0,0,0,0,0
2011-06-16 16:42:48,Twitter Web Client,"Don't forget the Miss USA Pageant, live on Sunday night at 9 pm ET on NBC. And you can vote for your favorite beauty! http://t.co/qzTa367",0,0,0,0,0
2011-06-20 09:33:49,Twitter Web Client,"Congratulations to Alyssa Campanella, Miss California---our new MIss USA! http://t.co/2yUgSnJ",0,0,0,0,0
2011-06-21 09:58:58,Twitter Web Client,"Congratulations to the Miss USA Pageant--it was the #1 telecast of the night among ABC, CBS, NBC and Fox. A great show and a huge success.",0,0,0,0,0
2011-06-21 14:13:52,Twitter Web Client,I've been visiting Trump Int'l Golf Links Scotland and the course will be unmatched anywhere in the world. Spectacular! http://t.co/O6fGgOs,0,0,0,0,0
2011-06-23 14:57:02,Twitter Web Client,"Our new Miss USA, Alyssa Campanella, came up to my office today for a visit. We're proud to have her as our new title holder.",0,0,0,0,0
2011-06-24 16:50:54,Twitter Web Client,@GolfMagazine is having an online competition - vote… http://t.co/3aD9gBW,0,0,0,0,0
2011-06-27 10:15:30,Twitter Web Client,"I was in San Jose, CA on Saturday for a sit-down interview for the ACN national meeting which was attended by over 20,000 people. Huge!",0,0,0,0,0
2011-06-27 11:14:33,Twitter Web Client,Did my weekly phoner on Fox & Friends this morning...sounding off on issues of the day ... http://t.co/UaMWc6K,0,0,0,0,0
