date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2010-05-03 12:35:23,Twitter Web Client,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone and Natalie Morales.",0,0,0,0,0
2010-05-03 12:38:31,Twitter Web Client,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls...,0,0,0,0,0
2010-05-03 12:43:27,Twitter Web Client,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!,0,0,0,0,0
2010-05-05 15:57:24,Twitter Web Client,We're all very happy to hear of Bret Michael's progress and send our best wishes for his full recovery.,0,0,0,0,0
2010-05-13 17:53:45,Twitter Web Client,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone & Natalie Morales live from Las Vegas.",0,0,0,0,0
2010-05-17 12:48:39,Twitter Web Client,"Congratulations to our new Miss USA, the beautiful Rima Fakih. Rima will represent us well at Miss Universe and be a wonderful Miss USA .",0,0,0,0,0
2010-05-19 12:58:56,Twitter Web Client,Put this on your calendar: The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC. Who will be the next Celebrity Apprentice?,0,0,0,0,0
2010-05-20 10:33:59,Twitter Web Client,"Check out Ivanka's new FaceBook page and keep up with what's happening--from The Celebrity Apprentice, to jewlery to free tickets and more..",0,0,0,0,0
2010-05-20 12:22:40,Twitter Web Client,The latest update on Bret Michaels is that he's making every effort to attend the live finale of Celebrity Apprentice on Sunday--so tune in!,0,0,0,0,0
2010-05-21 09:54:57,Twitter Web Client,Who's your pick--@bretmichaels or @hollyrpeete ? Vote now on Ivanka's new Facebook page! http://ow.ly/1NfMt,0,0,0,0,0
2010-05-24 11:03:21,Twitter Web Client,"Congratulations to Bret Michaels, the new Celebrity Apprentice. Bret's a true champion, all of us were happy to see him and to see him win!",0,0,0,0,0
2010-05-25 09:16:32,Twitter Web Client,Ivanka caught up with Bret and Holly backstage. Both Bret and Holly were champions all the way. http://bit.ly/ckmKKU,0,0,0,0,0
2010-05-25 11:31:07,Twitter Web Client,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time. It was a terrific season -- congrats to everyone!,0,0,0,0,0
2010-05-26 09:51:37,Twitter Web Client,"Scotland is beautiful. I spent several years looking for the right place, visiting over 200 sites, and this is absolutely the right place!",0,0,0,0,0
2010-05-26 15:59:58,Twitter Web Client,"The North Coast of Scotland is spectacular--the sea, the sand dunes, the rolling bluffs--we walked the course and it is fantastic.",0,0,0,0,0
2010-05-27 13:24:31,Twitter Web Client,"The Dunes here are amazing, and they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip",0,0,0,0,0
2010-05-28 12:24:40,Twitter Web Client,"Wishing everyone a Happy Memorial Day Weekend, with a special thought for all the veterans who have done so much for our freedom.",0,0,0,0,0
