date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2015-12-01 10:32:54,Twitter Web Client,A signed copy of CRIPPLED AMERICA makes a great gift. Order & join my live streaming book signing event on 12/3 https://t.co/TICkBt5xnH,0,0,0,0,0
2015-12-01 11:06:41,Twitter Web Client,I want to thank all my friends in Macon for the special evening and great reception. What a crowd of incredible people!,0,0,0,0,0
2015-12-01 11:16:07,Twitter Web Client,"Jamiel Shaw was incredible on @foxandfriends this morning. His son, who was viciously killed by an illegal immigrant, is so proud of pop!",0,0,0,0,0
2015-12-01 11:20:40,Twitter for iPhone,Look at the editorial I was just sent from the NY Post on 9/14/01 - 3 days after collapse of WTC. Any apologies? https://t.co/b6DKEOk8Px,0,0,0,0,0
2015-12-01 11:45:38,Twitter for iPhone,Curtis Sliwa - doing tv commentary on 9/13/2001. Good job Curtis. Please send your apologies to @realDonaldTrump. https://t.co/g07VZmNmAW,0,0,0,0,0
2015-12-01 12:12:11,Instagram,What is Obama thinking? https://t.co/YWINe9t8w3,0,0,0,0,0
2015-12-01 14:22:57,Twitter Web Client,Order a signed copy of CRIPPLED AMERICA & submit a question for my live streaming book signing on 12/3 at 7:30 pm https://t.co/TICkBt5xnH,0,0,0,0,0
2015-12-01 16:46:51,Twitter for iPhone,"Highly untalented Wash Post blogger, Jennifer Rubin, a real dummy, never writes fairly about me. Why does Wash Post have low IQ people?",0,0,0,0,0
2015-12-01 16:47:17,Twitter for iPhone,"You would think a paper like the Washington Post would be fair and objective. For the record, almost all polls showed I won all debates.",0,0,0,0,0
2015-12-01 17:46:36,Twitter for Android,Just arrived in New Hampshire. Another packed venue! Will be fun.,0,0,0,0,0
2015-12-01 17:49:34,Twitter for Android,"""@KathyPica1: @DanScavino @CarmineZozzora @realDonaldTrump YES HE IS & SHOULD APOLOGIZE All people trying 2 take Trump down, not a chance""",0,0,0,0,0
2015-12-01 17:50:35,Twitter for Android,"""@joyciej2: @realDonaldTrump Have a great rally !!!#Trump2016""",0,0,0,0,0
2015-12-01 17:53:02,Twitter for Android,"""@HyperbolicX: @realDonaldTrump I just signed up in support of your campaign on your website https://t.co/mq1It15s5b.""",0,0,0,0,0
2015-12-01 17:53:42,Twitter for Android,"""@iluvbks1: @realDonaldTrump I live in NJ & you've got that right! NJ wants ChrisChristie OUT of NJ! #tellingitlikeitis""",0,0,0,0,0
2015-12-01 18:59:01,Twitter for Android,"""@Dollfinish: @AgsEliza @Citizens4Trump @realDonaldTrump ***Howard Stern Caller day after 9/11 https://t.co/1d9ySVrvty … …""",0,0,0,0,0
2015-12-01 19:01:13,Twitter for Android,"""@TrussElise: #Trump I will NOT vote for Cruz or #GOP. My vote is pledged to @realDonaldTrump &my grandchildren. Pray for the USA.",0,0,0,0,0
2015-12-01 19:05:48,Twitter for Android,"""@Christo20722105: @TrussElise Conservatives, Dems, independents alike all want trump. There is no one else. #MakeAmericaGreatAgain""",0,0,0,0,0
2015-12-01 19:34:22,Twitter for Android,"""@fooschamp95: @business @nytimes Any GOP candidate will lose except for @realDonaldTrump"" I agree!",0,0,0,0,0
2015-12-01 22:18:35,Twitter for Android,"""@ReversingASD: @CNN @CNNOpinion @realDonaldTrump Stupid ""opinion""! #Trump is Winning! why will he leave? dummy! https://t.co/2gmWapqqOE""",0,0,0,0,0
2015-12-01 22:20:51,Twitter for iPhone,The truth continues to come out after 14 years. A truth that many in the media did not want to tell. #Trump2016 https://t.co/AtuacgxOW1,0,0,0,0,0
2015-12-02 08:25:09,Twitter for Android,I WILL BE ON @foxandfriends AT 7:30 -NOW!,0,0,0,0,0
2015-12-02 09:39:09,Twitter Web Client,Order signed copy of CRIPPLED AMERICA & submit a question for my live streaming book signing on 12/3 at 7:30 pm. https://t.co/TICkBt5xnH,0,0,0,0,0
2015-12-02 10:41:10,Twitter for iPhone,"Illegal immigrant children, non-Mexicans surge across border at record rate https://t.co/V6TP55dRAC",0,0,0,0,0
2015-12-02 14:34:45,Twitter for iPhone,Join me at 2:00pmEST today - live from Trump Tower - via Facebook & Periscope! https://t.co/FQHNiJet2v,0,0,0,0,0
2015-12-02 15:15:19,Periscope,LIVE on #Periscope: Live with the Donald https://t.co/AKgvYBZHEE,0,0,0,0,0
2015-12-02 16:19:22,Twitter for Android,"I beat Hillary in the new @FoxNews Poll head to head. SHE HAS NO STRENGTH OR STAMINA, both of which are needed to MAKE AMERICA GREAT AGAIN!",0,0,0,0,0
2015-12-02 16:26:52,Twitter for iPhone,"Thank you CBS & Breitbart-total vindication! Will the mainstream media apologize? Many, many witnesses. #Trump2016 https://t.co/AsxnfFWipJ",0,0,0,0,0
2015-12-02 16:38:08,Twitter for Android,California shooting looks very bad. Good luck to law enforcement and God bless. This is when our police are so appreciated!,0,0,0,0,0
2015-12-02 17:57:06,Twitter Web Client,A signed copy of CRIPPLED AMERICA is the ultimate gift. Order now & join my live streaming book signing on 12/3 https://t.co/TICkBtn8ff,0,0,0,0,0
2015-12-02 18:35:09,Twitter for Android,"""@MichaelCohen212: @BreitbartNews @NewDay @CNN @ABC @NBCNews yet, ChrisChristie claims absolutely did not happen in #NewJersey. #wrong!""",0,0,0,0,0
2015-12-02 18:36:13,Twitter for Android,"""@thumpmomma: I likewise saw militant Muslims burning our flag and burning George Bush photos and figures, right after 9/11! Not#here!""",0,0,0,0,0
2015-12-02 18:37:11,Twitter for Android,"""@iceblink62: @realDonaldTrump Mr. Trump, the Establishment both sides are out to stop your presidency, and the American people!"" True!",0,0,0,0,0
