date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2010-06-02 16:37:49,Twitter Web Client,I'll be turning the table on Larry King this Saturday night. I'll be interviewing him in honor of the 25th Anniversary of his show.,0,0,0,0,0
2010-06-04 10:22:41,Twitter Web Client,Checking out the course at TNGC Westchester and it is fantastic. Should be a great season. http://www.trumpnationalwestchester.com/,0,0,0,0,0
2010-06-04 14:08:49,Twitter Web Client,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. http://larrykinglive.blogs.cnn.com/",0,0,0,0,0
2010-06-05 19:33:42,Twitter Web Client,Tonight I trade places with Larry King @kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,0,0,0,0,0
2010-06-08 14:55:19,Twitter Web Client,I am honored to be chosen by Gray Line for their NY Ride of Fame Campaign. Today we had the ribbon cutting ceremony in front of Trump Tower.,0,0,0,0,0
2010-06-09 09:03:30,Twitter Web Client,Check out Gray Line's site for the Donald Trump Ride of Fame... http://www.newyorksightseeing.com/,0,0,0,0,0
2010-06-09 09:46:06,Twitter Web Client,"Rima Fakih, our beautiful Miss USA, rode with me on the Gray Line Ride of Fame yesterday... http://www.missuniverse.com/missusa",0,0,0,0,0
2010-06-10 12:10:39,Twitter Web Client,WSJ covers Ride of Fame http://online.wsj.com/article/SB10001424052748704575304575297082506166258.html?mod=WSJ_NY_RealEstate_MIDDLE_LSMini,0,0,0,0,0
2010-06-15 09:49:20,Twitter Web Client,"Had a fantastic dinner last night at Quattro, in the Trump SoHo Hotel. It's already one of the hottest new restaurants in the city.",0,0,0,0,0
2010-06-15 09:51:53,Twitter Web Client,And Trump SoHo New York is one of the hottest new hotels anywhere.... http://www.trump.com/Hotel_Collection/Trump_SoHo/Trump_SoHo.asp,0,0,0,0,0
2010-06-17 10:36:38,Twitter Web Client,"Tune in tonight at 9 pm on TV One for ""The Ultimate Merger"" starring the one and only Omarosa and twelve brave bachelors ...",0,0,0,0,0
2010-06-17 10:38:36,Twitter Web Client,The Ultimate Merger: http://www.nydailynews.com/entertainment/tv/2010/06/17/2010-06-17_omarosa_is_back_and_this_time_its_personal.html,0,0,0,0,0
2010-06-21 09:18:36,Twitter Web Client,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon http://larrykinglive.blogs.cnn.com/,0,0,0,0,0
2010-06-21 11:18:47,Twitter Web Client,"For more information on tonight's two hour telethon, 8 to 10 p.m.: http://twitter.com/kingsthings",0,0,0,0,0
2010-06-22 12:09:28,Twitter Web Client,Great job on the Larry King Live Gulf Telethon last night--$1.3 million was raised in 2 hours.,0,0,0,0,0
2010-06-24 14:44:46,Twitter Web Client,"The Eric Trump Foundation has raised over $1,000,000 towards St. Jude Children's Research Hospital. http://twitter.com/EricTrumpFdn",0,0,0,0,0
2010-06-28 10:22:11,Twitter Web Client,"""Trading Shots with Donald Trump""--a great article in the Wall Street Journal http://bit.ly/c9eZbq",0,0,0,0,0
