date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2010-08-04 10:15:22,Twitter Web Client,"The Miss Universe Pageant will be on August 23 (9-11 p.m. on NBC, ET) with Bret Michaels and Natalie Morales to co-host, live from Las Vegas",0,0,0,0,0
2010-08-04 10:19:20,Twitter Web Client,"Performing live on the Miss Universe Pageant from the Mandalay Bay Resort & Casino will be Telemundo, Orianthi, John Legend and The Roots.",0,0,0,0,0
2010-08-09 09:38:04,Twitter Web Client,Mark your calenders for August 23rd: http://www.missuniverse.com/,0,0,0,0,0
2010-08-12 10:46:08,Twitter Web Client,Eric's Sept. 14th event will be held at Trump National Golf Club Westchester. http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,0,0,0,0,0
2010-08-12 16:35:41,Twitter Web Client,Check out the last webisode in our 3 part series featuring me with Serta. Which one was your favorite? www.youtube.com/user/mattressserta,0,0,0,0,0
2010-08-12 16:46:14,Twitter Web Client,Check out the last webisode www.youtube.com/user/mattressserta in our 3 part series featuring me with Serta. Which one was your favorite?,0,0,0,0,0
2010-08-12 16:49:03,Twitter Web Client,Friday is the last day to enter the Counting Sheep for Hire contest. Click here www.youtube.com/user/mattressserta and you could win a trip,0,0,0,0,0
2010-08-12 16:52:45,Twitter Web Client,That trip would be to the Trump International Hotel Las Vegas...http://www.trump.com/Hotel_Collection/Trump_Las_Vegas/Trump_Las_Vegas.asp,0,0,0,0,0
2010-08-12 16:55:12,Twitter Web Client,So don't forget to enter the Serta Counting Sheep for Hire contest! www.youtube.com/user/mattressserta,0,0,0,0,0
2010-08-19 14:35:42,Twitter Web Client,The original Apprentice returns with a two hour premiere on Thursday September 16th. Looking forward to a fantastic season!,0,0,0,0,0
2010-08-19 15:15:36,Twitter Web Client,Four more days until the Miss Universe Pageant. Be sure to tune in on Monday night at 9 p.m. on NBC--it will be an amazing show.,0,0,0,0,0
2010-08-23 09:55:10,Twitter Web Client,It's going to get hotter in Las Vegas tonight! Watch the Miss Universe Pageant tonight on NBC at 9 p.m. I'm looking forward to being there!,0,0,0,0,0
2010-08-24 10:07:12,Twitter Web Client,"Congratulations to Miss Mexico, Jimena Navarrete, our new Miss Universe 2010, and congratulations to everyone for a fantastic show.",0,0,0,0,0
2010-08-26 16:42:57,Twitter Web Client,The Miss Universe Pageant raked in some great ratings! A great job by everyone.,0,0,0,0,0
2010-08-30 15:50:43,Twitter Web Client,Spent a beautiful weekend golfing at Trump National Golf Club Westchester and Trump National Golf Club Bedminster.,0,0,0,0,0
2010-08-31 16:00:03,Twitter Web Client,Went to the Yankees game last night with Bill O'Reilly--we had a great time watching the Yankees win!,0,0,0,0,0
