date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2014-07-01 01:39:22,Twitter for Android,"""@DouglasSeacat1: Where are all the liberal environmentalists demanding the end of wind turbines to stop the slaughter of birds?"" So true!",0,0,0,0,0
2014-07-01 01:43:17,Twitter for Android,"""@starlight10: @realDonaldTrump @TrumpChicago @TrumpScotland You should run for President of USA!""",0,0,0,0,0
2014-07-01 09:42:47,Twitter Web Client,"""@retog_rick @TrumpTurnberry Congratulations! Great feat accomplished. Well done, can't wait to get an opportunity to golf this venue"" Thx",0,0,0,0,0
2014-07-01 09:47:24,Twitter Web Client,"""I'm convinced that about half of what separates successful entrepreneurs from the non-successful ones is pure perseverance."" Steve Jobs",0,0,0,0,0
2014-07-01 10:33:41,Twitter Web Client,"Entrepreneurs: See yourself as victorious: Look at the solution, not the problem.",0,0,0,0,0
2014-07-01 10:35:24,Twitter Web Client,"Entrepreneurs: Believe in yourself. If you don't, no one else will either.",0,0,0,0,0
2014-07-01 10:49:34,Twitter Web Client,Entrepreneurs: Stay focused and be tenacious. Remain fixed on your goals.,0,0,0,0,0
2014-07-01 11:56:50,Twitter Web Client,Trump Int’l Washington D.C. is a historic building which our entire nation can take pride in & enjoy Opening 2016 http://t.co/vrJsHW63Za,0,0,0,0,0
2014-07-01 13:22:31,Twitter Web Client,"""@ashleyheerding My favorite sky scraper in New York so far has definitely been Trump Tower. Such a classy & timeless design. Great job"" Thx",0,0,0,0,0
2014-07-01 13:39:33,Twitter Web Client,"""@MatthewJEllis2 BREATHTAKING!! Finally Trump has begun the rebuilding of our nation's capital. Sir well done"" Thanks",0,0,0,0,0
2014-07-01 13:42:28,Twitter Web Client,Make your NYC getaway memorable -- @TrumpNewYork provides both true luxury and top access to Midtown West http://t.co/IbLO0BnptA,0,0,0,0,0
2014-07-01 13:46:10,Twitter Web Client,"""@ModivMusic I've been reading @theRealKiyosaki books and about @WarrenBuffett lately. I need some Trump books to read!"" The Art of the Deal",0,0,0,0,0
2014-07-01 13:57:20,Twitter Web Client,"""@AdamWebz Can't wait to get to play @TrumpTurnberry...been on my list for a long time. Awesome job"" Thanks--you will love it!",0,0,0,0,0
2014-07-01 14:05:17,Twitter Web Client,"""@HeyWNY @The_Open let's get Turnberry back in the rotation. Mr Trump has given to the game so much in such a short time i.e. Doral"" Thanks",0,0,0,0,0
2014-07-01 14:28:06,Twitter Web Client,"Awarded the renowned 5-Star @ForbesInspector rating, the 65-story @TrumpTO brings style, luxury & impeccable service http://t.co/h94nmJ1qyx",0,0,0,0,0
2014-07-01 15:39:31,Twitter Web Client,"""@DISTRICTLAND14 @realDonaldTrump We know a fourth-grader who thinks he's the next Trump!"" Tell him to work hard!",0,0,0,0,0
2014-07-01 16:19:18,Twitter Web Client,"Champions aren't made in the gyms. Champions are made from something they have deep inside them - a desire, a dream, a vision. Muhammad Ali",0,0,0,0,0
2014-07-01 18:15:38,Twitter for Android,"""@billkellyemail: @TrumpChicago @TrumpScotland DT your sign is one of the only beacons of hope the youth of Chicago have left!""",0,0,0,0,0
2014-07-01 20:08:58,Twitter for Android,"Trump Turnberry news conference tomorrow at noon, Scotland time. The place is amazing!",0,0,0,0,0
