date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2010-09-01 17:38:38,Twitter Web Client,I'll be on The Late Show with David Letterman tonight--be sure to tune in for a great show. 11:30 pm on CBS.,0,0,0,0,0
2010-09-02 12:27:17,Twitter Web Client,Check out Serta's Counting Sheep (and me) at the Trump International Hotel New York http://bit.ly/SertaRm9,0,0,0,0,0
2010-09-02 12:37:23,Twitter Web Client,Check out Trump International Hotel & Tower New York --spectacular! http://www.trump.com/Hotel_Collection/Trump_New_york/Trump_New_York.asp,0,0,0,0,0
2010-09-07 12:06:32,Twitter Web Client,I was invited by Caroline Wozniacki to sit with her family in her special box during her match at the U.S. Open yesterday. She's fantastic!,0,0,0,0,0
2010-09-07 14:07:27,Twitter Web Client,There's a lot going on at the Eric Trump Foundation ... http://bit.ly/9rJ0sn,0,0,0,0,0
2010-09-09 12:29:27,Twitter Web Client,"Coming up soon: The two hour premiere of The Apprentice. Next Thursday, September 16th, at 9 pm on NBC. http://bit.ly/bMB4CH",0,0,0,0,0
2010-09-14 16:52:07,Twitter Web Client,"I am very happy to have the civilian version of ""The Apprentice"" back on the air this fall. There will be excitement as well as opportunity.",0,0,0,0,0
2010-09-15 09:43:30,Twitter Web Client,Eric did a great job with his Eric Trump Foundation annual charity outing. I'm proud of him. http://bit.ly/c1y3c3,0,0,0,0,0
2010-09-16 11:25:36,Twitter Web Client,Don't forget to tune in tonight for the two hour premiere of The Apprentice. 9 pm EST on NBC. We're all in for a fantastic new season!,0,0,0,0,0
2010-09-17 14:55:21,Twitter Web Client,"Be sure to tune in for Melania's second QVC show for ""Melania Timepieces & Jewelry"" tonight, live from 9-10 pm on QVC http://bit.ly/aDdvKj",0,0,0,0,0
2010-09-23 14:22:05,Twitter Web Client,Don't forget to tune in tonight at 10 p.m. on NBC for another action packed episode of The Apprentice. http://bit.ly/bnAuAv,0,0,0,0,0
2010-09-24 16:27:35,Twitter Web Client,See the new sizzle reel for The Apprentice http://bit.ly/ax8nah,0,0,0,0,0
2010-09-30 11:10:41,Twitter Web Client,Tune in tonight at 10 pm on NBC for another exciting episode of The Apprentice -- and see the Dog Whisperer make an appearance.,0,0,0,0,0
