date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2015-07-01 11:21:53,Instagram,My recent statement re: @macys -- We must have strong borders & stop illegal immigration now!… https://t.co/HLCboRmTbl,0,0,0,0,0
2015-07-01 12:59:51,Twitter Web Client,"Those who believe in tight border security, stopping illegal immigration & SMART trade deals w/other countries should boycott @Macys.",0,0,0,0,0
2015-07-01 13:00:19,Twitter Web Client,"For all of those who want to #MakeAmericaGreatAgain, boycott @Macys. They are weak on border security & stopping illegal immigration.",0,0,0,0,0
2015-07-01 15:33:55,Twitter Web Client,.@andersoncooper Anderson—Thank you for being so fair with your reporting & story last night. Greatly appreciated!,0,0,0,0,0
2015-07-01 15:45:29,Twitter Web Client,"""@tixxannatrix @Lrihendry: Now this is the @RealDonaldTrump we have come to know At least Trump speaks his mind. Doesn't cower to PC.""",0,0,0,0,0
2015-07-01 16:14:37,Twitter Web Client,"""@phxladydi @realDonaldTrump I truly believe you can bring America back to great. You don't cower to the media, lobbyists or anyone else.""",0,0,0,0,0
2015-07-01 17:09:35,Twitter Web Client,".@GovernorPataki was a terrible governor of NY, one of the worst -- would’ve been swamped if he ran again!",0,0,0,0,0
2015-07-01 17:09:53,Twitter Web Client,.@GovernorPataki couldn’t be elected dog catcher if he ran again—so he didn’t!,0,0,0,0,0
2015-07-01 17:10:58,Twitter Web Client,"Interesting that @Macys criticized me but just paid $650,000 in fines for racial profiling. Are they racists?",0,0,0,0,0
2015-07-01 17:11:30,Twitter Web Client,Who is @Macys to pretend innocence when they “racial profile” all over the place? Paid big fine!,0,0,0,0,0
2015-07-01 17:57:12,Instagram,Look what the President of NBC sent me recently about his stay in my Las Vegas hotel. Very loyal guy. https://t.co/J9bsbc1WEN,0,0,0,0,0
2015-07-01 18:27:55,Instagram,Make our borders strong and stop illegal immigration. Even President Obama agrees- https://t.co/OcKfUFgSPU,0,0,0,0,0
2015-07-01 20:30:31,Twitter for Android,"""@JohnRiversToo: @instapundit Macy's sales are declining, their stock is downgraded - maybe not the best time to spit on half of America.""",0,0,0,0,0
2015-07-01 21:45:31,Twitter for Android,"""@ehShaun: @realDonaldTrump knows what he's talking about. Please don't give us another Bush as president.""",0,0,0,0,0
2015-07-01 21:48:00,Twitter for Android,"""@David_A_Hurd: @realDonaldTrump Fight the good fight Mr. PRESIDENT TRUMP! You are the only one fighting for America! #Trump2016""",0,0,0,0,0
2015-07-01 21:48:40,Twitter for Android,"""@ftimewifenmomma: I am really liking @realDonaldTrump. We NEED someone who will tell the TRUTH. _x1f44d_""",0,0,0,0,0
2015-07-02 07:40:03,Twitter for Android,"""@JewNamedLew: @realDonaldTrump @Macys to pay $650,000 settlement over racial profiling... http://t.co/bT6S8F9NnK"" Boycott Macy's.",0,0,0,0,0
2015-07-02 07:40:59,Twitter for Android,"""@JimStaricha: Mr. Trump, I truly hope you are elected. I strongly believe you have more than the skills required. We need a professional.""",0,0,0,0,0
2015-07-02 07:42:01,Twitter for Android,"""@ibleedcoffee: Just deleted the @Macys app off my phone. It's a shame, We used to spend thousands there a year. No more. #BoycottMacys""",0,0,0,0,0
2015-07-02 08:55:06,Twitter for Android,"""@JulUSN: @realDonaldTrump They look bad. @Macys screwed up BigTime!They are so hypocritical,YOUR Right & they know it!""",0,0,0,0,0
2015-07-02 08:55:56,Twitter for Android,"""@soupman227: @Karentalk @ForAmerica @realDonaldTrump #WakeUpAmerica the media has shown its true colors.",0,0,0,0,0
2015-07-02 08:58:18,Twitter for Android,"""@TeresaWageman: @realDonaldTrump @Macys Stick to your guns Mr. Trump. You are telling the truth that too many are afraid to.""",0,0,0,0,0
2015-07-02 08:58:43,Twitter for Android,"""@Sheriapple: @realDonaldTrump Thought ur interview w @donlemon was inspiring. U speak the truth.",0,0,0,0,0
