date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2011-11-01 14:05:06,Twitter Web Client,Is Jon Stewart a racist? See video--- http://t.co/ZbjW0Tny @thedailyshow,0,0,0,0,0
2011-11-01 15:17:16,TweetDeck,The Al Qaeda flag is now flying over Benghazi. @BarackObama spent over $3Billion of our money for this?,0,0,0,0,0
2011-11-01 15:43:30,TweetDeck,It snowed over 4 inches this past weekend in New York City. It is still October. So much for Global Warming.,0,0,0,0,0
2011-11-01 16:09:35,TweetDeck,THe Chinese military is already hacking our satellites http://t.co/SeQio55u. The Chinese government is not an American ally.,0,0,0,0,0
2011-11-01 16:45:10,TweetDeck,The Republicans never should have agreed to this past summer's debt deal. Military cuts will now come along with tax increases.,0,0,0,0,0
2011-11-01 17:02:57,Twitter Web Client,Is Jon Stewart a racist? See video that includes clip... http://t.co/tUae4cWq #thedailyshow,0,0,0,0,0
2011-11-02 09:09:13,TweetDeck,Another company that the DOE has given money to just filed for bankruptcy. This is how the money we borrow at 40% from China is wasted.,0,0,0,0,0
2011-11-02 10:11:43,TweetDeck,"The @SuperCommittee must cut spending, not raise taxes. Washington has a spending problem, not a revenue problem.",0,0,0,0,0
2011-11-02 10:40:29,TweetDeck,Why is @BarackObama letting the Taliban know when our troops are leaving? http://t.co/V1CrdfCb This is dangerous for our soldiers.,0,0,0,0,0
2011-11-02 11:46:29,TweetDeck,"Egypt's Muslim Brotherhood just made its first visit to Hamas-led Gaza. Why did @BarackObama promote the ""Arab Spring""?",0,0,0,0,0
2011-11-02 13:05:03,TweetDeck,The economy won't fully recover until @ObamaCare is fully repealed. It is a job killer!,0,0,0,0,0
2011-11-02 14:03:04,TweetDeck,The greatest threat to our security is our debt. It is already past 100% GDP. We need to make real budget cuts.,0,0,0,0,0
2011-11-02 14:57:25,TweetDeck,The Oil Companies collude with OPEC to keep oil artificially overvalued. They need to be reigned in.,0,0,0,0,0
2011-11-02 17:22:03,TweetDeck,Watch my interview with Greta Van Susteren @gretawire tonight on Fox News at 10 p.m.,0,0,0,0,0
2011-11-04 10:37:33,TweetDeck,"My interview on @gretawire discussing the economy and @TheHermanCain ""Witch Hunt"" http://t.co/C0YnLOKl",0,0,0,0,0
