date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2016-12-01 10:37:57,Twitter for iPhone,My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!,0,0,0,0,0
2016-12-01 10:38:09,Twitter for Android,Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,0,0,0,0,0
2016-12-01 18:52:10,Twitter for iPhone,"Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. Join me! Tickets: https://t.co/HiWqZvHv6M",0,0,0,0,0
2016-12-01 22:45:18,Twitter for iPhone,"Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf",0,0,0,0,0
2016-12-02 20:44:20,Twitter for Android,The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!,0,0,0,0,0
2016-12-02 21:41:30,Twitter for Android,Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.,0,0,0,0,0
2016-12-02 23:06:41,Twitter for Android,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,0,0,0,0,0
2016-12-03 12:37:27,Twitter for Android,"""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!",0,0,0,0,0
2016-12-03 15:09:40,Twitter for iPhone,State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.,0,0,0,0,0
2016-12-03 15:13:01,Twitter for iPhone,"Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.",0,0,0,0,0
2016-12-04 01:13:58,Twitter for Android,"Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad",0,0,0,0,0
2016-12-04 07:41:47,Twitter for Android,"The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,",0,0,0,0,0
2016-12-04 07:49:06,Twitter for Android,"fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S. ......",0,0,0,0,0
2016-12-04 07:57:41,Twitter for Android,"without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......",0,0,0,0,0
2016-12-04 08:05:35,Twitter for Android,"wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but.....",0,0,0,0,0
2016-12-04 08:21:01,Twitter for Android,"these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ...",0,0,0,0,0
2016-12-04 08:23:27,Twitter for Android,expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS,0,0,0,0,0
2016-12-04 14:58:43,Twitter for Android,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,0,0,0,0,0
2016-12-04 17:47:21,Twitter for Android,".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!",0,0,0,0,0
2016-12-04 18:23:55,Twitter for Android,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",0,0,0,0,0
2016-12-04 18:30:22,Twitter for Android,their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea? I don't think so!,0,0,0,0,0
2016-12-05 09:53:11,Twitter for iPhone,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… https://t.co/OJKuDFhP3r,0,0,0,0,0
2016-12-05 12:00:27,Twitter Web Client,"If the press would cover me accurately & honorably, I would have far less reason to ""tweet."" Sadly, I don't know if that will ever happen!",0,0,0,0,0
