date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2016-02-01 09:25:20,Twitter for Android,It all begins today - WE WILL FINALLY TAKE OUR COUNTRY BACK AND MAKE AMERICA GREAT AGAIN!,0,0,0,0,0
2016-02-01 16:35:46,Twitter Web Client,"RT @ErinBurnett: Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa. Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5…",0,0,0,0,0
2016-02-01 16:53:10,Twitter Web Client,"RT @kevcirilli: CEDAR RAPIDS -- TRUMP'S DAUGHT IVANKA: ""I can just say without equivocation, my father will make America great again.""",0,0,0,0,0
2016-02-02 12:03:21,Twitter for Android,My experience in Iowa was a great one. I started out with all of the experts saying I couldn't do well there and ended up in 2nd place. Nice,0,0,0,0,0
2016-02-02 12:14:24,Twitter for Android,"Because I was told I could not do well in Iowa, I spent very little there - a fraction of Cruz & Rubio. Came in a strong second. Great honor",0,0,0,0,0
2016-02-02 12:29:05,Twitter for Android,The media has not covered my long-shot great finish in Iowa fairly. Brought in record voters and got second highest vote total in history!,0,0,0,0,0
2016-02-02 12:34:02,Twitter for Android,I will be talking about my wonderful experience in Iowa and the simultaneous unfair treatment by the media-later in New Hampshire. Big crowd,0,0,0,0,0
2016-02-02 12:39:05,Twitter for Android,"I don't believe I have been given any credit by the voters for self-funding my campaign, the only one. I will keep doing, but not worth it!",0,0,0,0,0
2016-02-02 14:55:03,Twitter Web Client,RT @IngrahamAngle: The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short & sweet. Ditto for @realDonaldTrump who was brie…,0,0,0,0,0
2016-02-02 15:15:55,Twitter Web Client,".@Morning_Joe @mikebarnicle on @realDonaldTrump: He finished 2nd but he made the turn successfully like a pro""",0,0,0,0,0
2016-02-02 15:21:24,Twitter Web Client,"""@LoreWestphal @realDonaldTrump You MUST win the Presidency in 2016 !!!""",0,0,0,0,0
2016-02-02 15:22:35,Twitter Web Client,RT @JoeNBC: Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote. https://t.co/A28…,0,0,0,0,0
2016-02-02 15:25:49,Twitter Web Client,"""@93101Dianne @realDonaldTrump if you can do that well in Iowa then I see you acing it in all other significant states. Momentum is growing""",0,0,0,0,0
2016-02-02 15:30:44,Twitter Web Client,"""@ellenEspence @realDonaldTrump Amazing job in Iowa! Cruz just barely won.""",0,0,0,0,0
2016-02-02 15:33:38,Twitter Web Client,RT @namusca: #VoteTrump2016 a real leader that truly cares about America & our values. He wants to bring prosperity back 2 USA https://t.co…,0,0,0,0,0
2016-02-02 15:41:15,Twitter Web Client,"""@restorereality Iowa is meaningless...keep pushing forward, run the table in NH SC NV and Super Tuesday. America needs you! #TrumpTrain""",0,0,0,0,0
2016-02-02 15:44:56,Twitter Web Client,"""@stephbewitching @realDonaldTrump All you haters need to realize Trump got the second highest vote in history. And he's never held office!""",0,0,0,0,0
2016-02-02 16:02:48,Twitter Web Client,"Anybody who watched all of Ted Cruz's far too long, rambling, overly flamboyant speech last nite would say that was his Howard Dean moment!",0,0,0,0,0
2016-02-02 18:23:53,Twitter for iPhone,On my way to New Hampshire- expecting a big and spirited crowd! #FITN #Trump2016 https://t.co/oUg1ErD0j7 https://t.co/9Hb7JO3wrZ,0,0,0,0,0
2016-02-03 01:12:23,Twitter for Android,Great job on @donlemon tonight @kayleighmcenany @cherijacobus begged us for a job. We said no and she went hostile. A real dummy! @CNN,0,0,0,0,0
2016-02-03 09:47:33,Twitter for Android,"Ted Cruz didn't win Iowa, he stole it. That is why all of the polls were so wrong and why he got far more votes than anticipated. Bad!",0,0,0,0,0
2016-02-03 09:56:48,Twitter for Android,"During primetime of the Iowa Caucus, Cruz put out a release that @RealBenCarson was quitting the race, and to caucus (or vote) for Cruz.",0,0,0,0,0
2016-02-03 10:07:25,Twitter for Android,"Many people voted for Cruz over Carson because of this Cruz fraud. Also, Cruz sent out a VOTER VIOLATION certificate to thousands of voters.",0,0,0,0,0
2016-02-03 10:10:53,Twitter for Android,The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for Cruz. Fraud,0,0,0,0,0
2016-02-03 10:21:03,Twitter for Android,"And finally, Cruz strongly told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and ""choice"" - a total lie!",0,0,0,0,0
2016-02-03 10:28:59,Twitter for Android,"Based on the fraud committed by Senator Ted Cruz during the Iowa Caucus, either a new election should take place or Cruz results nullified.",0,0,0,0,0
2016-02-03 15:09:38,Twitter for Android,I will be interviewed on @greta at 7:00 P.M. Enjoy! @FoxNews,0,0,0,0,0
2016-02-03 15:20:55,Twitter for iPhone,This was sent out from Ted Cruz- as Iowans arrived at their caucus sites to vote. #CruzFraud https://t.co/tRM7KUCrSU,0,0,0,0,0
2016-02-03 15:25:08,Twitter for iPhone,The State of Iowa should disqualify Ted Cruz from the most recent election on the basis that he cheated- a total fraud!,0,0,0,0,0
2016-02-03 16:22:46,Twitter for iPhone,"Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!",0,0,0,0,0
2016-02-03 16:44:28,Twitter for iPhone,"Dr. Ben Carson blasted Ted Cruz for ""deceit and dirty tricks and lies.""",0,0,0,0,0
2016-02-03 16:44:37,Twitter for iPhone,Thank you New Hampshire! #MakeAmericaGreatAgain #FITN https://t.co/4EFJbQxJGW,0,0,0,0,0
2016-02-03 17:29:03,Twitter for iPhone,Stop the assault on American values. Stand w/ Trump to #MakeAmericaGreatAgain! #VotersSpeak: https://t.co/XRRJ0fMkNV https://t.co/c7EHokbLD1,0,0,0,0,0
