date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2014-09-01 01:08:42,Twitter for Android,"""@DeannaSpillyard: @DeannaSpillyard: Successful Business 101: If @realDonaldTrump buys, you buy. If he sells, you sell. Don't ask just do it",0,0,0,0,0
2014-09-01 01:10:28,Twitter for Android,"""@Bgara2011: MrTrump, today @ church preacher said that if Abraham was modern he would be someone like you. Thought you should know."" Thanks",0,0,0,0,0
2014-09-01 01:12:16,Twitter for Android,"""@blupony3: @realDonaldTrump we've got some political s'stuff'that has to go,but you,why dont you run for president?""",0,0,0,0,0
2014-09-01 01:16:56,Twitter for Android,"""@SandeeBengel: @realDonaldTrump @Joan_Rivers you nailed it Donald!! Full of energy the day before!!""",0,0,0,0,0
2014-09-01 01:17:56,Twitter for Android,"""@hardworkinmane: @realDonaldTrump I agree. U would think that with all of that oil money they would create their own fighting force.""",0,0,0,0,0
2014-09-01 01:21:26,Twitter for Android,"""@KTxO5: @realDonaldTrump will u please run for president""",0,0,0,0,0
2014-09-01 01:24:55,Twitter for Android,"""@Taylorstime: @realDonaldTrump @Joan_Rivers Donald you speak the truth .""",0,0,0,0,0
2014-09-01 01:26:00,Twitter for Android,"""@sweetsweetseven:Most gorgeous building in Chicago from a true self made American and he cannot brand his own masterpiece? #SMH #trump2016",0,0,0,0,0
2014-09-01 01:26:37,Twitter for Android,"""@KAKJOY: @realDonaldTrump Please run for President!!!!""",0,0,0,0,0
2014-09-01 01:30:16,Twitter for Android,"""@Carmelcandi68: The ISIS thug who murdered Amer James Foley may hv been Gitmo detainee http://t.co/evsED2fAX5 yall want close gitmo so bad""",0,0,0,0,0
2014-09-01 01:31:25,Twitter for Android,"""@domenicsiracusa: @realDonaldTrump @maathewdavis THE DONALD 2016""",0,0,0,0,0
2014-09-01 01:32:54,Twitter for Android,"""@Frannyfine31: @realDonaldTrump I would finally register to vote if you ran. You would be an awesome president. @panda9103 @ParentSeitz""",0,0,0,0,0
2014-09-01 01:42:59,Twitter for Android,"""@BBCoachKK: You are my idol! I'm stuck in a company that takes my talent for granted! At my breaking point! Give me strength DT!"" Get out!",0,0,0,0,0
2014-09-01 01:44:13,Twitter for Android,"""@milagyi: @realDonaldTrump i don't follow politics but i know if you ran for president i would vote for you!!! http://t.co/RFtdczutkv""",0,0,0,0,0
2014-09-01 01:46:18,Twitter for Android,"""@niralsoni: @realDonaldTrump Trump tower Mumbai Golden opportunity @Frannyfine31 @panda9103 @ParentSeitz http://t.co/JgfTGQZkDD""",0,0,0,0,0
2014-09-01 01:49:23,Twitter for Android,"""@lizzymariedaoud: Mr. Trump i seriously love you, your tweets always keep me entertained because there very real, and you speak your mind!""",0,0,0,0,0
2014-09-01 01:53:06,Twitter for Android,"""@VinnyGooch: @realDonaldTrump THE DON 2016!!! I CAN SEE IT NOW!""",0,0,0,0,0
2014-09-01 05:58:51,Twitter for Android,"""@NPHerron: @realDonaldTrump For president #2016election""",0,0,0,0,0
2014-09-01 05:59:06,Twitter for Android,"""@MayurSharma60: @realDonaldTrump I dream to own a house in trump towers mumbai #coztrumptowersisthebest""",0,0,0,0,0
2014-09-01 06:00:40,Twitter for Android,"""@RamDurand: @VinnyGooch The media who loves Donald during non election time would screw him in a prez bid. Cant even trust Fox""",0,0,0,0,0
2014-09-02 09:03:21,Twitter Web Client,"""@lorenzolamas You are the man Mr Trump. Your ALS Challenge was epic and all it represented. Love to the fam."" Thanks Lorenzo.",0,0,0,0,0
2014-09-02 09:06:15,Twitter Web Client,"""@skimpybean @realDonaldTrump Woah! Well done fella. I honestly thought for all these years that was a wig."" See, I told you so, thanks!",0,0,0,0,0
2014-09-02 09:36:06,Twitter Web Client,"""@LGlick1 There are no words to describe this. My boss @realDonaldTrump is awesome! https://t.co/CbdbylXjUT …"" Thanks Larry.",0,0,0,0,0
2014-09-02 09:52:38,Twitter Web Client,"""AngieApon I think you should try wearing your hair combed back. It looked good when you slicked it back Mr. Trump ;) #ALS"" May happen, thx",0,0,0,0,0
2014-09-02 09:58:37,Twitter Web Client,"""@dirtmeister You don't have to be President to make a difference,You saved New York from mediocrity."" Thank you, people do forget!",0,0,0,0,0
2014-09-02 11:08:13,Twitter Web Client,"""@VinceMcMahon Way to go @realDonaldTrump, what a good sport. http://t.co/qqxRaTlKpP"" Thanks Vince, but you are the greatest of them all.",0,0,0,0,0
2014-09-02 11:12:39,Twitter Web Client,"""@StFFP We just received a #DoodleForHunger by @realDonaldTrump for our 2014 Celebrity #Art Auction: http://t.co/Uk4qE20rNN"" Good cause.",0,0,0,0,0
2014-09-02 11:16:36,Twitter Web Client,"""@PIERPAOLOMONNI Just Amazing! Well done! Great you accepted that challenge @realDonaldTrump! Personally I had no doubts about that!"" Thanks",0,0,0,0,0
2014-09-02 11:19:13,Twitter Web Client,"""@DeesSteve @realDonaldTrump hey our week at your vegas hotel was very nice. Classy hotel. We will return"" Great, thx! @TrumpLasVegas",0,0,0,0,0
2014-09-02 11:22:55,Twitter Web Client,"""@ALSAMA New hairstyle for Donald Trump? We think it looks great all slicked back! #ALSIceBucketChallenge"" Maybe I will do it someday--thx!",0,0,0,0,0
2014-09-02 11:28:54,Twitter Web Client,"""@LisaZ15 @realDonaldTrump Wishing her well! She was awesome when she was on Celebrity Apprentice! Very smart."" True! @Joan_Rivers",0,0,0,0,0
