date,client,tweet,preemptive_framing,diversion,trial_ballooon,deflection,salient_exemplar
2010-12-02 11:32:49,Twitter Web Client,"Tonight's episode of The Apprentice is one of the best ever--we're down to the final 03, and it's high excitement all the way. 10 pm on NBC.",0,0,0,0,0
2010-12-09 16:02:03,Twitter Web Client,"Tonight is the Apprentice finale---and it's a fantastic episode in every way, with the great Liza Minnelli performing and a new Apprentice!",0,0,0,0,0
2010-12-10 10:42:15,Twitter Web Client,Congratulations to Brandy as our new Apprentice and to Clint for being a great player. It's been a terrific season!,0,0,0,0,0
2010-12-13 12:30:47,Twitter Web Client,"All the hotels currently open in the Trump Hotel Collection have been nominated for Travel & Leisure's ""World's Best Awards 2011"" .....",0,0,0,0,0
2010-12-13 12:39:07,Twitter Web Client,"Those five hotels includeTrump International Hotel & Tower New York, Trump Soho New York, Trump International Hotel & Tower Chicago...",0,0,0,0,0
2010-12-13 12:42:27,Twitter Web Client,"...Trump International Hotel Las Vegas, and Trump International Hotel & Tower Waikiki Beach Walk. http://tlworldsbest.roiresearch.com/.",0,0,0,0,0
2010-12-14 16:55:30,Twitter Web Client,"I'll be appearing on Larry King Live for his final show, Thursday night at 9 p.m., CNN. Larry's been on TV for 25 years...",0,0,0,0,0
2010-12-16 10:30:23,Twitter Web Client,"Don't forget to watch Larry King tonight, CNN at 9 pm. He's a television legend and a great friend. It's going to be a fantastic farewell.",0,0,0,0,0
2010-12-23 12:26:18,Twitter Web Client,Wishing everyone a very Happy Holiday season!,0,0,0,0,0
2010-12-30 17:42:01,Twitter Web Client,"WIshing everyone a happy, healthy and prosperous New Year!",0,0,0,0,0
